Lead Origin,Lead Source,Do Not Email,Do Not Call,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Tags,Lead Quality,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,A free copy of Mastering The Interview,Last Notable Activity,Lead_Score (%)
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,12,99.94438
2.0,10,0,0,0.0,0,0.0,5,12,7,6,5,0,0,0,0,0,0,0,19,2,3,4,1,0,15.0,19.0,0,4,99.99404
2.0,10,0,0,0.0,0,0.0,12,12,10,6,4,0,0,0,0,0,0,0,19,2,3,4,1,0,15.0,19.0,0,8,99.935036
2.0,10,0,0,3.4452378336812,759,2.36281994946721,5,12,1,6,4,0,0,0,0,0,0,0,19,2,3,4,1,0,14.0,19.0,0,8,99.89279
2.0,10,0,0,0.0,0,0.0,12,12,7,6,5,0,0,0,0,0,0,0,19,2,3,4,1,0,15.0,19.0,0,8,99.951065
2.0,10,0,0,0.0,0,0.0,5,12,12,6,4,0,0,0,0,0,0,0,2,1,3,5,1,0,14.0,19.0,0,4,99.96645
2.0,10,0,0,0.0,0,0.0,12,12,10,6,5,0,0,0,0,0,0,0,19,2,3,4,1,0,15.0,19.0,0,8,99.83206
1.0,3,0,0,6.0,251,6.0,12,12,17,3,4,0,0,0,0,0,0,0,19,2,4,3,1,1,14.0,16.0,0,12,98.27302
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,0,15.0,17.0,0,12,99.99841
0.0,7,0,0,3.0,926,3.0,12,26,15,6,4,0,0,0,0,0,0,0,19,3,4,4,1,1,15.0,15.0,0,12,99.99987
0.0,3,0,0,2.0,1794,2.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.0,15.0,0,12,98.70569
1.0,1,0,0,2.0,850,2.0,5,12,1,9,4,0,0,0,0,0,0,0,1,3,2,1,1,1,15.0,16.0,0,4,99.22945
0.0,3,0,0,2.0,1069,2.0,5,12,0,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,4,99.78355
1.0,1,0,0,3.0,1389,3.0,3,12,10,6,5,0,0,0,0,0,0,0,19,1,3,0,1,0,15.0,20.0,1,2,99.99824
1.0,7,0,0,4.0,1171,4.0,5,12,4,6,5,0,0,0,0,0,0,0,2,1,2,5,1,0,15.0,17.0,0,8,99.99739
0.0,3,0,0,2.0,1059,2.0,5,12,8,6,4,0,0,0,0,0,0,0,19,1,3,5,1,1,15.0,14.0,0,4,99.998604
1.0,3,0,0,4.0,1075,4.0,5,12,4,8,4,0,0,0,0,0,0,0,2,2,4,3,1,1,15.0,16.0,0,8,99.99311
1.0,1,0,0,13.0,1018,6.5,12,12,17,3,5,0,0,0,0,0,0,0,19,3,4,0,0,0,16.0,18.0,1,12,99.99576
1.0,3,0,0,7.0,1302,3.5,5,12,0,6,4,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,18.0,0,4,97.852135
1.0,1,0,0,5.0,300,5.0,5,12,0,6,4,0,0,0,0,0,0,0,1,3,4,2,1,0,14.0,17.0,1,4,96.87521
1.0,3,0,0,3.0,1459,3.0,12,12,4,4,4,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,18.0,0,12,99.98102
2.0,14,0,0,1.0,1046,1.0,10,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.0,15.0,0,10,99.81887
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,12,99.94438
0.0,3,0,0,13.0,1667,4.33,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,0,1,16.0,15.0,0,12,99.99873
0.0,3,0,0,2.0,1576,2.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,0,1,16.0,15.0,0,12,99.99063
1.0,3,0,0,3.0,1499,3.0,12,12,5,2,5,0,0,0,0,0,0,0,19,2,4,0,1,1,15.0,15.0,0,12,99.99437
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,4,94.93594
0.0,3,0,0,3.0,489,3.0,5,12,7,6,5,0,0,0,0,0,0,0,19,1,3,5,1,0,15.0,17.0,0,4,99.982605
1.0,3,0,0,5.0,1013,5.0,5,12,4,0,4,0,0,0,0,0,0,0,19,1,3,2,1,0,15.0,19.0,0,4,99.99838
3.0,2,0,0,0.0,0,0.0,5,12,7,6,4,0,0,0,0,0,0,0,19,0,3,0,1,1,14.0,16.0,0,4,99.78137
3.0,2,0,0,0.0,0,0.0,5,12,4,6,4,0,0,0,0,0,0,0,19,0,3,2,1,1,15.0,15.0,0,4,99.96108
3.0,2,0,0,0.0,0,0.0,5,12,1,6,5,0,0,0,0,0,0,0,19,2,3,0,1,1,15.0,16.0,0,4,99.999275
3.0,2,0,0,0.0,0,0.0,5,12,4,6,4,0,0,0,0,0,0,0,19,2,3,0,1,1,14.0,16.0,0,4,99.86278
3.0,2,0,0,0.0,0,0.0,12,12,7,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,15.0,15.0,0,8,99.74251
0.0,3,0,0,2.0,925,2.0,9,12,15,6,4,0,0,0,0,0,0,0,8,2,4,4,1,1,15.0,15.0,0,8,94.32644
1.0,13,0,0,2.0,1184,2.0,5,12,10,6,4,0,0,0,0,0,0,0,19,1,3,5,1,1,14.0,16.0,0,4,99.998
0.0,6,0,0,4.0,263,1.33,5,12,12,3,4,0,0,0,0,0,0,0,19,2,4,2,1,1,14.0,15.0,0,4,98.28395
1.0,3,0,0,3.0,949,3.0,5,12,10,1,4,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,18.0,0,4,99.87526
1.0,1,0,0,3.0,812,3.0,12,12,10,6,4,0,0,0,0,0,0,0,19,2,4,0,1,0,14.0,18.0,1,12,99.88887
0.0,3,0,0,3.0,1213,1.5,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,4,99.6359
1.0,3,0,0,3.0,1622,3.0,5,12,8,2,4,0,0,0,0,0,0,0,19,2,4,0,1,1,15.0,15.0,0,4,99.02524
2.0,14,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,8,99.96848
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,0,1,16.0,15.0,0,12,99.97787
0.0,3,0,0,4.0,1167,1.33,5,12,12,6,4,0,0,0,0,0,0,0,19,0,3,5,1,0,15.0,17.0,0,4,99.9844
1.0,3,0,0,8.0,2137,8.0,12,12,4,4,4,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,18.0,0,12,99.86223
1.0,3,0,0,10.0,1131,5.0,5,12,7,4,4,0,0,0,0,0,0,0,2,1,3,0,1,0,14.0,20.0,0,8,99.95478
0.0,3,0,0,4.0,932,2.0,5,12,8,6,4,0,0,0,0,0,0,0,19,2,4,4,1,2,14.0,12.0,0,4,99.894554
2.0,10,0,0,0.0,0,0.0,8,12,12,6,4,0,0,0,0,0,0,0,2,0,1,0,1,0,14.0,20.0,0,8,99.731606
2.0,10,0,0,0.0,0,0.0,5,12,8,6,4,0,0,0,0,0,0,0,19,0,3,0,1,0,15.0,17.0,0,4,99.99585
1.0,1,0,0,3.0,1250,3.0,12,12,8,6,5,0,0,0,0,0,0,0,19,2,4,0,1,1,14.0,15.0,1,12,99.988846
1.0,1,1,0,3.0,803,3.0,3,12,7,6,4,0,0,0,0,0,0,0,1,3,4,0,1,0,15.0,18.0,1,2,99.69672
1.0,3,0,0,5.0,1024,5.0,5,12,4,4,4,0,0,0,0,0,0,0,19,1,3,0,1,0,13.0,20.0,0,4,99.28847
1.0,3,0,0,4.0,1590,4.0,5,12,10,4,4,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,18.0,0,4,99.09922
0.0,3,0,0,4.0,262,4.0,12,8,1,8,4,0,0,0,0,0,0,0,19,1,2,3,1,1,15.0,14.0,0,8,99.27014
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,0,14.0,17.0,0,12,99.96552
0.0,3,0,0,2.0,1734,2.0,5,12,7,6,4,0,0,0,0,0,0,0,19,1,3,0,1,0,14.0,18.0,0,8,99.822464
0.0,3,1,0,4.0,1295,4.0,12,12,3,6,4,0,0,0,0,0,0,0,19,0,3,1,1,1,15.0,13.0,0,12,99.99971
0.0,3,0,0,2.0,1290,2.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.0,15.0,0,8,99.8374
0.0,3,0,0,3.0,736,3.0,5,12,10,6,4,0,0,0,0,0,0,0,19,1,3,1,1,1,15.0,16.0,0,4,99.97657
1.0,1,0,0,5.0,1459,5.0,5,12,4,6,4,0,0,0,0,0,0,0,19,1,3,5,1,0,15.0,19.0,1,4,99.99724
1.0,1,0,0,2.0,811,2.0,5,12,10,6,5,0,0,0,0,0,0,0,19,2,4,2,1,0,14.0,17.0,1,4,99.97712
1.0,7,0,0,7.0,1460,7.0,5,12,14,6,4,0,0,0,0,0,0,0,19,2,4,3,1,1,15.0,13.0,1,4,98.449554
1.0,7,0,0,4.0,562,4.0,12,12,18,6,4,0,0,0,0,0,0,0,19,2,4,3,1,1,14.0,14.0,1,12,98.369095
1.0,1,0,0,7.0,1126,7.0,5,12,11,6,5,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,17.0,1,4,99.97714
1.0,3,0,0,1.0,1716,1.0,1,12,0,8,5,0,0,0,0,0,0,0,19,1,3,0,1,0,15.0,20.0,0,8,99.96919
1.0,7,0,0,3.0,534,1.5,5,12,7,3,4,0,0,0,0,0,0,0,2,0,3,5,1,0,13.0,17.0,0,4,99.69993
0.0,6,0,0,3.0,166,1.5,5,12,12,6,5,0,0,0,0,0,0,0,19,1,2,4,1,1,14.0,14.0,0,4,99.99871
0.0,3,0,0,5.0,786,5.0,9,12,16,8,4,0,0,0,0,0,0,0,19,2,4,0,1,1,15.0,13.0,0,9,97.855125
0.0,6,0,0,0.0,0,0.0,5,12,14,6,3,0,0,0,0,0,0,0,19,1,2,5,1,2,15.0,12.0,0,4,99.77189
2.0,3,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,16.0,0,8,99.97871
0.0,3,0,0,2.0,1528,2.0,12,12,10,6,4,0,0,0,0,0,0,0,19,0,3,4,1,1,15.0,16.0,0,12,99.99746
1.0,1,0,0,2.0,1232,2.0,12,12,17,6,5,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,18.0,1,12,99.93402
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,4,94.93594
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,0,14.0,17.0,0,12,99.96552
0.0,3,0,0,4.0,1219,1.0,5,12,15,6,4,0,0,0,0,0,0,0,2,2,4,4,1,1,14.0,15.0,0,8,99.90247
2.0,14,0,0,0.0,0,0.0,5,12,7,6,4,0,0,0,0,0,0,0,19,0,1,2,1,0,14.0,17.0,0,4,99.87954
0.0,3,0,0,2.0,594,1.0,12,12,8,6,4,0,0,0,0,0,0,0,19,1,3,4,1,1,15.0,13.0,0,12,99.99976
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,8,97.27404
2.0,14,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,12,99.996864
1.0,3,0,0,5.0,1211,2.5,5,12,10,8,4,0,0,0,0,0,0,0,19,0,3,2,1,0,14.0,19.0,0,4,99.996544
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,0,14.0,17.0,0,12,99.96552
1.0,3,0,0,4.0,1506,4.0,12,12,1,3,4,0,0,0,0,0,0,0,19,3,4,2,1,0,14.0,17.0,0,12,99.697876
0.0,3,0,0,3.0,1021,3.0,5,12,13,6,4,0,0,0,0,0,0,0,19,0,0,4,1,1,13.0,15.0,0,4,99.74579
0.0,3,0,0,2.0,681,1.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,0,1,16.0,15.0,0,12,99.99497
1.0,7,0,0,3.0,1264,3.0,1,12,7,6,5,0,0,0,0,0,0,0,19,1,4,1,1,1,15.0,16.0,1,8,99.99911
1.0,1,0,0,6.0,99,6.0,5,12,7,6,4,0,0,0,0,0,0,0,1,3,2,5,0,0,16.0,17.0,1,4,98.30787
2.0,14,0,0,3.0,555,1.5,5,12,7,8,4,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,17.0,0,8,79.61214
2.0,10,0,0,0.0,0,0.0,5,12,4,6,4,0,0,0,0,0,0,0,19,1,3,5,1,0,15.0,19.0,0,4,99.99107
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,12,99.94438
1.0,3,0,0,11.0,1714,5.5,5,12,4,9,4,0,0,0,0,0,0,0,19,1,3,0,1,0,15.0,20.0,0,4,99.99786
1.0,3,0,0,6.0,76,3.0,5,12,12,4,5,0,0,0,0,0,0,0,19,1,3,5,1,0,15.0,19.0,0,4,99.993805
2.0,10,0,0,2.0,1349,1.0,9,12,12,6,4,0,0,0,0,0,0,0,2,2,4,0,0,0,16.0,19.0,1,9,99.783615
1.0,3,0,0,6.0,1116,3.0,5,12,7,9,4,0,0,0,0,0,0,0,19,0,0,0,1,0,14.0,19.0,0,4,99.99933
1.0,3,0,0,3.0,370,1.5,12,12,9,4,4,0,0,0,0,0,0,0,19,2,4,0,1,0,14.0,18.0,0,12,96.41819
1.0,1,0,0,8.0,1190,2.0,10,12,17,6,4,0,0,0,0,0,0,0,2,0,3,1,1,0,14.0,18.0,1,10,99.99443
1.0,3,0,0,10.0,1026,10.0,12,12,17,4,4,0,0,0,0,0,0,0,19,2,4,0,1,0,13.0,18.0,1,12,99.627594
0.0,3,0,0,8.0,167,4.0,5,12,4,3,4,0,0,0,0,0,0,0,19,2,3,3,1,1,15.0,16.0,0,4,99.9424
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,15.0,15.0,0,12,95.50466
1.0,3,0,0,3.0,845,3.0,12,12,8,7,4,0,0,0,0,0,0,0,19,2,4,5,1,1,14.0,14.0,0,12,99.98871
1.0,3,0,0,5.0,1,5.0,12,12,10,8,5,0,0,0,0,0,0,0,19,2,4,5,1,0,15.0,17.0,0,12,99.82955
0.0,3,0,0,2.0,1387,2.0,12,12,10,6,4,0,0,0,0,0,0,0,19,2,3,4,1,1,14.0,16.0,0,8,99.99298
1.0,3,0,0,2.0,296,2.0,12,12,12,8,4,0,0,0,0,0,0,0,19,2,4,5,1,0,14.0,17.0,0,12,99.12097
1.0,3,0,0,4.0,1033,4.0,5,12,7,3,4,0,0,0,0,0,0,0,19,1,3,0,1,0,15.0,20.0,0,8,99.97129
1.0,1,0,0,16.0,1522,2.67,7,12,7,6,4,0,0,0,0,0,0,0,19,0,3,0,1,0,15.0,20.0,1,8,99.996414
1.0,1,0,0,3.0,1293,1.5,5,12,10,6,4,0,0,0,0,0,0,0,10,2,4,0,1,0,13.0,18.0,1,4,99.88599
1.0,1,0,0,2.0,1328,2.0,12,12,17,6,4,0,0,0,0,0,0,0,19,2,4,1,1,1,15.0,16.0,1,12,99.862564
0.0,3,0,0,3.0,481,3.0,5,12,7,6,4,0,0,0,0,0,0,0,19,0,3,0,1,0,15.0,18.0,0,4,99.99496
1.0,3,0,0,10.0,825,5.0,12,12,0,3,4,0,0,0,0,0,0,0,19,2,4,0,0,0,16.0,18.0,0,12,99.99596
1.0,7,0,0,5.0,1383,5.0,12,12,12,6,5,0,0,0,0,0,0,0,19,2,4,1,1,1,15.0,16.0,1,12,99.99354
1.0,3,0,0,3.0,761,3.0,5,12,5,3,4,0,0,0,0,0,0,0,19,1,3,5,1,1,14.0,16.0,0,4,99.98958
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,0,15.0,17.0,0,12,99.99841
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,0,15.0,17.0,0,12,99.99841
2.0,14,1,0,0.0,0,0.0,2,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.0,15.0,0,1,99.50729
0.0,3,1,0,9.0,898,4.5,2,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,1,98.96439
2.0,0,0,0,15.0,1108,3.0,5,12,7,8,4,0,0,0,0,0,0,0,19,2,4,5,1,0,15.0,17.0,0,4,98.73743
1.0,3,0,0,7.0,842,3.5,12,12,7,9,4,0,0,0,0,0,0,0,19,0,3,0,1,0,15.0,20.0,0,12,99.999985
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,0,1,16.0,15.0,0,4,90.50133
1.0,3,0,0,11.0,1039,5.5,5,12,0,6,4,0,0,0,0,0,0,0,1,3,4,6,0,0,16.0,17.0,1,4,94.52731
0.0,3,0,0,3.0,831,3.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,4,99.94652
1.0,3,0,0,4.0,612,4.0,12,12,7,0,4,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,18.0,0,12,99.75719
0.0,3,0,0,3.0,170,1.5,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,12,99.99826
0.0,1,0,0,6.0,1040,6.0,12,12,10,6,4,0,0,0,0,0,0,0,19,2,3,4,1,1,15.0,16.0,0,8,99.98026
0.0,6,0,0,0.0,0,0.0,12,12,12,6,5,0,0,0,0,0,0,0,19,2,3,4,1,1,15.0,16.0,0,8,99.967636
1.0,1,0,0,3.0,1061,3.0,5,12,8,6,4,0,0,0,0,0,0,0,19,0,3,5,1,1,15.0,16.0,1,4,99.99905
1.0,3,0,0,3.0,1987,3.0,5,12,13,9,4,0,0,0,0,0,0,0,19,2,4,5,1,0,15.0,17.0,0,4,99.736755
1.0,1,0,0,2.0,1208,2.0,5,12,4,8,4,0,0,0,0,0,0,0,2,1,3,5,1,0,15.0,19.0,0,8,99.96648
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,4,94.93594
2.0,10,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,0,13.0,17.0,0,12,87.61418
0.0,6,0,0,0.0,0,0.0,9,12,15,6,4,0,0,0,0,0,0,0,10,2,4,0,0,1,16.0,15.0,0,8,99.99542
1.0,3,0,0,6.0,1830,3.0,12,12,11,8,4,0,0,0,0,0,0,0,19,2,4,0,1,0,14.0,17.0,0,12,99.75742
0.0,3,0,0,2.0,1227,1.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,4,99.91966
1.0,3,0,0,5.0,914,2.5,12,12,9,3,4,0,0,0,0,0,0,0,19,0,3,0,1,0,15.0,20.0,0,12,99.99987
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,0,1,16.0,15.0,0,12,99.97787
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,0,1,16.0,15.0,0,12,99.97787
1.0,1,0,0,9.0,747,9.0,5,12,7,6,4,0,0,0,0,0,0,0,19,1,1,5,1,0,15.0,18.0,0,4,99.96492
1.0,1,0,0,2.0,33,2.0,5,12,9,6,4,0,0,0,0,0,0,0,2,2,4,0,1,0,14.0,18.0,1,8,98.777054
0.0,1,0,0,5.0,1885,1.67,12,12,14,6,4,0,0,0,0,0,0,0,19,2,4,4,1,2,14.0,12.0,0,12,99.96613
1.0,3,0,0,5.0,866,5.0,12,12,0,7,4,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,18.0,0,12,99.99663
0.0,6,0,0,0.0,0,0.0,5,12,17,6,5,0,0,0,0,0,0,0,19,2,3,4,1,1,15.0,16.0,0,4,99.97451
0.0,6,0,0,0.0,0,0.0,12,12,12,6,5,0,0,0,0,0,0,0,19,2,3,4,1,1,15.0,16.0,0,8,99.967636
0.0,3,0,0,3.0,1231,1.5,12,12,11,6,2,0,0,0,0,0,0,0,19,2,3,4,1,1,14.0,15.0,0,8,99.99814
1.0,3,0,0,4.0,1396,4.0,5,12,4,8,4,0,0,0,0,0,0,0,1,3,2,2,1,0,15.0,17.0,0,4,99.992905
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,3,3,4,1,1,15.0,16.0,0,8,99.91982
1.0,3,0,0,4.0,1696,4.0,10,12,7,3,4,0,0,0,0,0,0,0,19,0,3,0,0,0,16.0,20.0,0,8,99.9634
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,15.0,15.0,0,8,89.42081
1.0,1,0,0,2.0,1020,2.0,5,12,17,8,4,0,0,0,0,0,0,0,19,1,3,0,1,0,14.0,20.0,0,8,96.911415
0.0,6,0,0,8.0,567,4.0,12,12,17,6,4,0,0,0,0,0,0,0,19,1,3,2,1,0,14.0,17.0,1,12,99.98915
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,15.0,15.0,0,8,89.42081
0.0,3,0,0,2.0,1043,2.0,12,12,8,6,4,0,0,0,0,0,0,0,19,1,3,0,1,1,14.0,15.0,0,12,99.99644
0.0,3,0,0,3.0,1490,3.0,5,12,10,6,4,0,0,0,0,0,0,0,19,2,3,4,1,1,14.0,16.0,0,4,99.989296
1.0,7,0,0,13.0,1219,2.17,9,12,1,0,4,0,0,0,0,0,0,0,19,2,4,5,1,0,14.0,17.0,1,9,99.34549
1.0,1,1,0,1.0,961,1.0,2,12,1,6,4,0,0,0,0,0,0,0,10,2,4,0,1,0,14.0,17.0,1,8,99.96921
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,10,2,4,4,1,1,14.0,15.0,0,4,99.769585
0.0,6,0,0,0.0,0,0.0,5,12,8,6,5,0,0,0,0,0,0,0,2,1,3,0,1,1,15.0,15.0,0,8,99.999146
0.0,6,0,0,3.0,1228,1.5,12,12,17,6,4,0,0,0,0,0,0,0,1,3,3,0,1,0,15.0,18.0,1,8,99.676704
1.0,1,0,0,2.0,262,2.0,5,12,12,6,4,0,0,0,0,0,0,0,19,2,4,2,1,0,14.0,17.0,1,4,73.14152
2.0,14,0,0,0.0,0,0.0,5,12,1,6,4,0,0,0,0,0,0,0,10,0,3,0,1,0,15.0,18.0,0,8,99.969955
0.0,3,0,0,4.0,1125,2.0,10,12,10,6,4,0,0,0,0,0,0,0,19,1,3,0,1,0,14.0,18.0,0,10,99.98879
1.0,3,0,0,5.0,321,2.5,12,12,10,3,4,0,0,0,0,0,0,0,1,3,4,0,1,0,14.0,18.0,1,8,97.466125
0.0,6,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,12,99.94438
0.0,3,0,0,2.0,636,1.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,4,99.67332
1.0,3,0,0,2.0,882,2.0,5,12,12,3,5,0,0,0,0,0,0,0,19,1,3,0,1,0,14.0,20.0,0,8,99.97391
0.0,6,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,10,2,4,4,1,1,15.0,15.0,0,8,99.98372
2.0,10,0,0,0.0,0,0.0,5,12,7,6,4,0,0,0,0,0,0,0,2,0,3,4,1,0,15.0,19.0,0,8,99.84844
1.0,3,0,0,6.0,1626,6.0,12,12,4,3,4,0,0,0,0,0,0,0,19,2,4,0,0,0,16.0,18.0,0,12,99.97471
1.0,1,0,0,5.0,1591,5.0,12,12,7,6,4,0,0,0,0,0,0,0,19,0,3,0,1,0,14.0,20.0,0,12,99.99758
1.0,7,0,0,4.0,852,4.0,3,12,7,6,4,0,0,0,0,0,0,0,1,3,2,4,1,1,14.0,16.0,0,2,99.87601
1.0,1,0,0,3.0,96,3.0,12,12,18,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,15.0,16.0,1,12,99.63243
1.0,7,0,0,11.0,900,11.0,12,12,4,6,4,0,0,0,0,0,0,0,19,2,4,0,0,0,17.0,18.0,1,12,99.079895
1.0,7,0,0,4.0,41,2.0,5,12,4,6,4,0,0,0,0,0,0,0,19,1,3,0,1,0,14.0,20.0,1,4,99.91302
0.0,3,0,0,10.0,1489,2.0,12,12,15,6,4,0,0,0,0,0,0,0,2,2,4,4,1,1,14.0,15.0,0,8,99.90124
1.0,3,0,0,3.0,694,3.0,5,12,4,3,4,0,0,0,0,0,0,0,19,0,3,2,1,0,15.0,19.0,0,4,99.99979
2.0,14,0,0,0.0,0,0.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,15.0,0,4,99.97581
2.0,10,0,0,3.4452378336812,1212,2.36281994946721,5,12,4,6,3,0,0,0,0,0,0,0,2,1,3,0,1,0,14.0,20.0,0,8,99.88666
0.0,6,0,0,0.0,0,0.0,12,12,10,6,4,0,0,0,0,0,0,0,19,2,3,4,1,1,15.0,16.0,0,8,99.760735
1.0,1,0,0,2.0,114,2.0,12,12,4,6,4,0,0,0,0,0,0,0,19,2,4,0,1,0,15.0,18.0,1,12,99.935265
1.0,3,0,0,4.0,464,2.0,5,12,13,6,3,0,0,0,0,0,0,0,19,1,3,0,1,0,14.0,20.0,1,4,99.986855
2.0,10,0,0,7.0,866,7.0,5,12,4,6,4,0,0,0,0,0,0,0,19,0,3,5,0,0,16.0,19.0,0,4,99.97682
2.0,10,0,0,3.0,1441,3.0,12,12,7,6,4,0,0,0,0,0,0,0,19,2,4,0,0,0,16.0,19.0,1,12,99.778915
0.0,3,0,0,2.0,1017,2.0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.0,15.0,0,4,99.929794
2.0,10,0,0,0.0,0,0.0,5,12,17,6,4,0,0,0,0,0,0,0,2,0,1,5,1,0,15.0,19.0,0,8,99.83004
2.0,10,0,0,0.0,0,0.0,12,12,7,6,4,0,0,0,0,0,0,0,19,1,3,5,1,0,14.0,19.0,0,12,99.483116
1.0,3,0,0,5.0,314,5.0,12,12,18,4,3,0,0,0,0,0,0,0,19,3,4,0,1,1,15.0,16.0,0,12,99.953606
1.0,3,0,0,4.0,1046,4.0,12,12,0,3,5,0,0,0,0,0,0,0,19,2,3,2,1,0,14.0,19.0,0,8,99.9823
1.0,1,0,0,1.0,1320,1.0,2,12,10,3,5,0,0,0,0,0,0,0,19,1,3,1,1,0,14.0,18.0,0,8,99.98247
2.0,10,0,0,0.0,0,0.0,5,12,14,6,3,0,0,0,0,0,0,0,19,1,4,0,1,1,14.0,16.0,0,4,99.98189
2.0,3,0,0,0.0,0,0.0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15.0,16.0,0,12,99.999
