Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Tags,Lead Quality,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,A free copy of Mastering The Interview,Last Notable Activity
0,6,0,0,0,0,0,0,3,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,2
0,3,0,0,0,2,37,1,1,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,13,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,13
1,1,0,0,0,7,62,1.75,5,12,10,3,4,0,0,0,0,0,0,0,19,2,4,1,1,1,14,16,1,4
1,7,0,0,0,5,134,5,5,12,18,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,4
1,3,0,0,1,4,1237,4,12,12,4,3,3,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,0,2,320,2,5,12,10,6,4,0,0,0,0,0,0,0,19,2,4,5,1,1,14.3062524890482,16.3448825169255,1,4
1,3,0,0,0,5,375,5,12,12,4,0,4,0,0,0,0,0,0,0,8,1,3,0,1,0,14,20,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,3,0,0,0,3,86,1.5,3,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,3,0,0,0,2,137,2,5,12,0,3,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
2,10,0,0,1,0,0,0,3,12,1,6,4,0,0,0,0,0,0,0,2,0,3,4,1,1,14.3062524890482,16.3448825169255,0,2
0,6,0,0,1,7,905,3.5,12,12,1,6,4,0,0,0,0,0,0,0,19,2,4,3,1,1,14.3062524890482,16.3448825169255,1,12
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,1,2,245,2,12,12,10,6,4,0,0,0,0,0,0,0,1,3,4,5,1,1,14.3062524890482,16.3448825169255,1,12
1,1,0,0,1,2,16,2,12,12,8,6,5,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12
2,14,0,0,1,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,4
1,1,0,0,0,3,1932,3,5,12,6,6,4,0,0,0,0,0,0,0,14,3,4,4,1,1,14.3062524890482,16.3448825169255,0,4
1,3,0,0,0,5,1403,2.5,5,12,8,3,4,0,0,0,0,0,0,0,6,4,2,2,1,1,14.3062524890482,16.3448825169255,0,4
1,3,0,0,0,5,97,2.5,5,12,10,8,4,0,0,0,0,0,0,0,6,2,2,5,1,1,14.3062524890482,16.3448825169255,0,4
0,6,0,0,0,2,1491,1,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,9
1,1,0,0,0,2,42,2,5,12,12,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,4
0,3,0,0,0,3,187,1.5,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,9
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,8
0,3,0,0,0,2,971,2,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
2,10,0,0,1,0,0,0,12,12,6,6,4,0,0,0,0,0,0,0,19,0,3,3,1,1,14.3062524890482,16.3448825169255,0,12
1,1,0,0,1,5,1303,2.5,5,12,10,6,4,0,0,0,0,0,0,0,19,2,3,1,1,1,14.3062524890482,16.3448825169255,1,4
1,1,0,0,0,5,37,5,5,12,1,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,4
1,3,0,0,1,3,176,3,12,12,4,8,5,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
1,1,0,0,1,3,294,3,12,12,7,6,5,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12
0,3,0,0,0,5,464,5,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
2,10,0,0,1,3.4452378336812,1113,2.36281994946721,0,12,15,6,4,0,0,0,0,0,0,0,2,0,4,4,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,0,2,78,2,5,12,10,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,4
0,6,0,0,1,0,0,0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12
0,3,0,0,0,5,209,1.67,10,12,11,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14,15,1,8
0,3,0,0,1,2,1505,2,12,12,15,6,5,0,0,0,0,0,0,0,19,3,4,4,1,1,14.3062524890482,16.3448825169255,0,12
1,3,0,0,1,8,1562,2.67,5,12,10,8,4,0,0,0,0,0,0,0,10,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,3,0,0,0,2,55,2,5,12,15,6,4,0,0,0,0,0,0,0,14,0,3,4,1,1,14.3062524890482,16.3448825169255,0,4
1,3,0,0,1,12,1248,2.4,12,12,12,3,4,0,0,0,0,0,0,0,24,3,2,0,0,0,16,18,1,8
2,10,0,0,1,0,0,0,5,12,9,6,4,0,0,0,0,0,0,0,2,0,3,2,1,0,15,19,0,8
1,3,0,0,1,4,921,2,12,12,10,6,4,0,0,0,0,0,0,0,19,2,4,0,1,0,14,18,1,12
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,9
1,3,0,0,1,4,391,4,5,34,4,3,4,0,0,0,0,0,0,0,19,1,3,5,1,1,14.3062524890482,16.3448825169255,0,4
1,7,1,0,1,6,1525,6,12,12,18,6,5,0,0,0,0,0,0,0,19,2,4,2,1,1,14.3062524890482,16.3448825169255,1,12
1,3,0,0,0,6,268,6,12,12,10,4,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
2,10,0,0,1,0,0,0,5,12,8,6,4,0,0,0,0,0,0,0,19,1,3,0,1,1,14.3062524890482,16.3448825169255,0,4
0,6,0,0,1,0,0,0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12
1,1,0,0,0,2,378,2,5,12,16,6,4,0,0,0,0,0,0,0,19,2,4,1,1,1,14.3062524890482,16.3448825169255,1,4
2,10,0,0,1,0,0,0,12,12,15,6,4,0,0,0,0,0,0,0,10,2,4,4,1,1,14.3062524890482,16.3448825169255,0,8
0,3,0,0,1,2,777,1,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12
2,10,1,0,1,0,0,0,12,12,10,6,4,0,0,0,0,0,0,0,19,0,3,5,1,1,14.3062524890482,16.3448825169255,0,12
2,10,0,0,0,0,0,0,12,12,0,6,4,0,0,0,0,0,0,0,19,0,3,5,1,1,14.3062524890482,16.3448825169255,0,12
1,1,0,0,0,2,701,2,12,12,10,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12
0,7,0,0,1,4,1600,4,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12
1,3,0,0,0,4,678,4,5,12,7,0,4,0,0,0,0,0,0,0,14,3,4,0,1,1,14.3062524890482,16.3448825169255,0,4
0,3,0,0,1,2,1051,2,5,12,10,6,5,0,0,0,0,0,0,0,10,1,3,0,1,1,14.3062524890482,16.3448825169255,0,8
1,3,0,0,1,10,216,1.25,5,12,18,9,4,0,0,0,0,0,0,0,2,1,3,2,1,1,14.3062524890482,16.3448825169255,0,4
2,10,0,0,1,0,0,0,5,12,5,6,4,0,0,0,0,0,0,0,19,1,3,1,1,1,14.3062524890482,16.3448825169255,0,4
0,7,0,0,0,6,259,6,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
0,7,0,0,0,1,307,1,1,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,3,0,0,1,3,248,1.5,12,12,9,9,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
1,3,0,0,0,2,208,2,12,12,10,8,4,0,0,0,0,0,0,0,25,3,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,0,6,295,2,3,12,0,6,4,0,0,0,0,0,0,0,19,2,4,0,1,0,14,18,1,2
0,7,0,0,0,5,178,2.5,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,3,0,0,0,2,112,2,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,0,13,11,6.5,5,12,3,6,4,0,1,0,0,0,0,0,14,3,3,0,1,1,14.3062524890482,16.3448825169255,1,4
1,1,0,0,1,4,940,2,12,12,0,6,4,0,0,0,0,0,0,0,1,3,3,0,1,1,14.3062524890482,16.3448825169255,1,12
1,1,0,0,0,2,499,2,10,12,4,6,4,0,0,0,0,0,0,0,19,2,4,5,1,1,14.3062524890482,16.3448825169255,1,10
1,1,0,0,0,2,109,2,5,12,0,6,4,0,0,0,0,0,0,0,14,3,3,0,1,1,14.3062524890482,16.3448825169255,1,4
1,3,0,0,1,4,1670,4,12,12,11,3,4,0,0,0,0,0,0,0,19,3,4,0,1,1,14.3062524890482,16.3448825169255,0,12
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,3,0,0,1,5,883,5,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12
2,10,0,0,1,0,0,0,12,12,1,6,4,0,0,0,0,0,0,0,7,1,3,5,1,1,14.3062524890482,16.3448825169255,0,12
1,3,0,0,1,4,130,4,5,12,7,3,4,0,0,0,0,0,0,0,6,2,4,0,1,0,15,18,0,4
2,10,0,0,1,0,0,0,5,12,0,6,4,0,0,0,0,0,0,0,19,0,3,4,1,1,14.3062524890482,16.3448825169255,0,4
1,7,0,0,0,3,300,3,12,12,4,8,4,0,0,0,0,0,0,0,12,1,3,0,1,0,14,20,0,8
1,7,0,0,0,10,57,10,5,12,6,6,4,0,0,0,0,0,0,0,19,2,4,1,1,1,14.3062524890482,16.3448825169255,1,4
0,7,0,0,0,3,560,3,1,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,1,0,0,0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
0,6,0,0,1,0,0,0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
0,3,0,0,0,3,1324,1.5,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
1,7,0,0,0,6,508,6,5,12,7,6,4,0,0,0,0,0,0,0,19,2,4,1,1,1,14.3062524890482,16.3448825169255,1,8
0,3,0,0,1,2,896,1,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
1,3,0,0,0,5,233,5,3,12,4,4,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,3,0,0,1,4,156,1.33,12,12,9,7,4,0,0,0,0,0,0,0,19,2,4,3,1,1,14.3062524890482,16.3448825169255,0,12
0,6,0,0,0,3,281,1.5,5,12,7,6,4,0,0,0,0,0,0,0,14,2,4,0,1,1,14.3062524890482,16.3448825169255,1,4
1,3,0,0,1,5,217,2.5,5,12,3,8,4,0,0,0,0,0,0,0,19,2,4,2,1,1,14.3062524890482,16.3448825169255,0,4
1,3,0,0,0,2,183,2,5,12,0,0,4,0,0,0,0,0,0,0,14,2,4,1,1,1,14.3062524890482,16.3448825169255,0,4
1,1,0,0,1,4,419,1.33,5,12,8,9,5,0,0,0,0,0,0,0,19,1,3,3,1,1,14.3062524890482,16.3448825169255,0,4
1,3,0,0,0,4,1316,4,12,12,8,2,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
1,3,0,0,0,1,163,1,1,12,1,2,4,0,0,0,0,0,0,0,8,4,2,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,1,0,0,0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,15,15,0,12
0,3,0,0,0,1,32,1,1,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,1,9,868,3,12,12,8,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12
1,3,0,0,1,10,762,5,12,12,4,2,5,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12
1,1,0,0,1,4,1462,4,5,12,7,6,4,0,0,0,0,0,0,0,19,1,3,2,1,1,14.3062524890482,16.3448825169255,1,4
1,1,0,0,0,4,121,4,12,12,4,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12
0,6,0,0,1,0,0,0,3,12,8,6,4,0,0,0,0,0,0,0,19,1,4,4,1,1,14.3062524890482,16.3448825169255,0,2
1,3,0,0,1,5,1653,5,5,12,18,9,4,0,0,0,0,0,0,0,19,2,3,0,1,1,14.3062524890482,16.3448825169255,0,4
0,6,0,0,0,0,0,0,3,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,1,1,0,0,3,1234,3,10,12,4,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,10
1,1,0,0,0,1,1462,1,1,12,18,6,4,0,0,0,0,0,0,0,0,2,4,0,1,1,14.3062524890482,16.3448825169255,1,8
1,1,0,0,1,4,973,1.33,12,12,1,6,4,0,0,0,0,0,0,0,19,2,4,1,1,1,14.3062524890482,16.3448825169255,1,12
1,7,0,0,0,10,1318,2.5,12,12,9,3,4,0,0,0,0,0,0,0,19,2,4,1,1,1,14.3062524890482,16.3448825169255,1,12
1,1,1,0,0,1,1771,1,2,12,4,6,4,0,0,0,0,0,0,0,19,2,4,3,1,1,14.3062524890482,16.3448825169255,1,8
1,1,0,0,1,4,692,4,5,12,12,6,5,0,0,0,0,0,0,0,19,2,2,2,1,1,14.3062524890482,16.3448825169255,0,4
1,3,0,0,0,4,641,2,5,12,10,0,4,0,0,0,0,0,0,0,19,2,4,0,1,0,14,18,0,4
1,1,0,0,1,8,1797,2.67,5,12,9,6,4,0,0,0,0,0,0,0,2,0,3,0,1,0,14,20,1,8
1,1,0,0,0,1,1136,1,1,12,10,6,4,0,0,0,0,0,0,0,12,4,2,0,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,1,2,1844,2,12,12,9,6,5,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12
1,1,0,0,1,2,695,2,12,12,1,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,0,2,498,2,5,12,7,6,4,0,0,0,0,0,0,0,19,2,4,5,1,1,14.3062524890482,16.3448825169255,1,4
1,1,0,0,0,1,9,1,1,12,12,6,4,0,0,0,0,0,0,0,0,3,4,3,1,1,14.3062524890482,16.3448825169255,1,8
1,1,0,0,0,5,329,5,5,12,4,6,4,0,0,0,0,0,0,0,14,3,4,0,1,1,14.3062524890482,16.3448825169255,1,4
1,3,0,0,0,4,240,2,1,12,1,8,4,0,0,0,0,0,0,0,14,3,2,0,1,0,14,18,0,8
0,15,0,0,0,1,153,1,1,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,0,2,94,2,5,12,12,6,4,0,0,0,0,0,0,0,14,2,4,0,1,1,14.3062524890482,16.3448825169255,1,4
1,1,0,0,0,3,126,1.5,5,12,6,6,4,0,0,0,0,0,0,0,19,2,4,2,1,1,14.3062524890482,16.3448825169255,1,4
0,6,0,0,0,0,0,0,3,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,1,0,0,0,9,12,12,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,8
2,6,0,0,0,0,0,0,5,12,10,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,4
0,3,0,0,0,2,279,2,1,12,15,6,4,0,0,0,0,0,0,0,4,2,4,4,1,1,14.3062524890482,16.3448825169255,0,8
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,1,2,1512,2,12,12,12,6,5,0,0,0,0,0,0,0,19,2,4,2,1,0,14,17,1,12
1,3,0,0,1,2,9,2,12,12,4,9,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
2,14,0,0,1,0,0,0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12
2,3,0,0,1,0,0,0,12,12,15,6,4,0,0,0,0,0,0,0,19,0,4,4,1,1,14.3062524890482,16.3448825169255,0,12
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
1,3,0,0,1,2,1238,2,12,12,17,8,4,0,0,0,0,0,0,0,19,2,3,0,1,1,14.3062524890482,16.3448825169255,0,12
0,3,0,0,0,4,157,4,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
2,14,0,0,1,0,0,0,10,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,10
0,6,0,0,0,0,0,0,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,8
1,3,0,0,0,4,126,2,12,12,5,7,4,0,0,0,0,0,0,0,19,2,4,3,1,1,14.3062524890482,16.3448825169255,0,12
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,4
1,7,0,0,0,4,95,4,9,26,12,6,4,0,0,0,0,0,0,0,14,3,4,1,1,1,14.3062524890482,16.3448825169255,1,9
0,3,0,0,0,5,150,1.67,9,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,9
1,7,0,0,1,4,1185,4,12,12,7,6,4,0,0,0,0,0,0,0,19,3,4,1,1,1,14.3062524890482,16.3448825169255,1,12
0,3,0,0,0,2,117,2,10,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,8
0,7,0,0,0,4,135,4,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
0,3,0,0,0,2,547,1,5,12,17,6,4,0,0,0,0,0,0,0,8,0,2,5,2,1,11,15,0,8
1,1,0,0,1,4,1602,1.33,12,12,12,6,4,0,0,0,0,0,0,0,10,4,4,1,1,1,14,16,1,8
0,3,0,0,0,3,449,1.5,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
1,3,0,0,1,8,1144,2,12,12,10,6,5,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12
2,14,0,0,1,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,2,2,4,4,1,1,14.3062524890482,16.3448825169255,0,8
2,10,0,0,1,0,0,0,12,12,7,6,5,0,0,0,0,0,0,0,2,0,3,4,1,0,15,19,0,8
2,10,0,0,1,0,0,0,5,12,1,6,5,0,0,0,0,0,0,0,10,2,3,4,1,1,14.3062524890482,16.3448825169255,0,8
2,10,0,0,1,0,0,0,3,12,15,6,4,0,0,0,0,0,0,0,2,0,4,4,1,0,15,17,0,2
2,10,0,0,1,1,1054,1,5,12,12,6,4,0,0,0,0,0,0,0,2,0,4,0,1,0,14,19,1,4
2,10,1,0,1,0,0,0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,12
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
1,7,0,0,1,10,697,10,5,12,16,6,4,0,0,0,0,0,0,0,19,1,3,3,1,1,14.3062524890482,16.3448825169255,1,4
0,3,0,0,0,5,213,5,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
1,1,0,0,0,4,86,4,5,12,9,6,4,0,0,0,0,0,0,0,19,2,4,2,1,1,14.3062524890482,16.3448825169255,1,4
1,7,0,0,1,8,1288,8,12,12,4,6,4,0,0,0,0,0,0,0,14,3,4,1,1,1,14.3062524890482,16.3448825169255,1,12
1,7,0,0,0,7,85,3.5,5,12,14,6,4,0,0,0,0,0,0,0,14,3,4,5,1,1,14.3062524890482,16.3448825169255,1,4
1,1,0,0,1,3,482,3,12,12,7,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,12
2,10,0,0,1,0,0,0,12,12,7,6,4,0,0,0,0,0,0,0,19,0,3,4,1,1,14.3062524890482,16.3448825169255,0,12
1,3,1,0,0,2,310,2,2,12,6,3,4,0,0,0,0,0,0,0,19,2,4,5,1,1,14.3062524890482,16.3448825169255,0,8
1,7,1,0,0,5,181,5,13,12,18,6,4,0,0,0,0,0,0,0,14,3,4,1,1,1,14.3062524890482,16.3448825169255,1,8
1,3,0,0,0,4,60,4,5,12,12,4,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
0,6,0,0,1,0,0,0,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,4,1,1,14.3062524890482,16.3448825169255,0,4
1,7,0,0,1,8,205,2.67,12,12,7,6,4,0,0,0,0,0,0,0,14,3,4,0,1,1,14.3062524890482,16.3448825169255,1,12
1,3,0,0,1,4,1286,4,12,12,7,3,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
0,3,0,0,0,2,114,2,5,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,4
1,1,0,0,0,3,145,3,2,12,4,6,4,0,0,0,0,0,0,0,8,1,3,0,1,1,14.3062524890482,16.3448825169255,1,8
0,6,0,0,1,1,1172,1,12,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,12
1,7,0,0,0,6,112,3,5,12,4,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,1,4
2,10,0,0,0,3.4452378336812,1057,2.36281994946721,5,12,4,6,4,0,0,0,0,0,0,0,14,2,4,4,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,0,6,1173,3,5,12,11,8,4,0,0,0,0,0,0,0,14,3,4,1,1,1,14.3062524890482,16.3448825169255,0,4
0,7,1,0,0,2,216,1,14,12,15,6,4,0,0,0,0,0,0,0,19,2,4,0,1,1,14.3062524890482,16.3448825169255,0,14
1,1,0,0,1,24,1500,2,10,12,4,3,4,0,0,0,0,0,0,0,19,2,4,0,0,0,16,18,0,10
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,0,4,4,4,1,1,14.3062524890482,16.3448825169255,0,8
1,1,0,0,0,3,747,3,12,12,7,6,4,0,0,0,0,0,0,0,14,3,4,1,1,1,14.3062524890482,16.3448825169255,1,12
0,6,0,0,0,0,0,0,5,12,15,6,4,0,0,0,0,0,0,0,12,2,4,4,1,1,14.3062524890482,16.3448825169255,0,4
